address;district;loop_location;building_type;greening_rate;price;year;has_subway;is_hutong
怡海花园富润园;丰台;未知;未知;37;36449;;0;0
枫树园;海淀;未知;未知;30;68599;;0;0
安宁庄东路2号院;海淀;未知;未知;;38665;;0;0
通州玉桥中路与运河西大街交叉口东北角;通州;未知;未知;30;20670;2001;0;0
通州永顺北街与永顺路交叉口;永顺;未知;未知;30;20078;2001;0;0
通州新华西街38号楼;通州;未知;未知;32;26371;2000;0;0
西城南礼士路甲5号;西城;未知;未知;;69008;2000;0;0
通州运潮减河南侧（城关镇）;通州;未知;未知;71.4;25010;2001;0;0
通州东北五环外中央别墅区东区;通州;未知;未知;30;28846;2014;0;0
昌平昌平顺沙路南侧，沙沟桥南侧;小汤山;未知;板楼;30;23746;2011;0;0
昌平昌平沙河高教园区(京藏高速22出口);沙河;未知;板楼;;21583;2008;0;0
昌平昌平沙河高教园区(京藏高速22出口);沙河;未知;板楼;50;22220;2008;0;0
昌平昌平区东小口镇中滩园小区;立水桥;未知;板楼;32;24202;2000;0;0
昌平地铁13号线北侧京昌高速旁;龙泽;未知;板楼;30;25708;1900;0;0
昌平南金路7号院;昌平县城;未知;未知;;20839;2012;0;0
大兴荣华南路与运成街交汇东北角，兴基铂尔曼酒店北侧;大兴;未知;塔楼;27;22681;2013;0;0
宣武菜百对面翔达大厦对面;宣武;未知;板楼;;43822;2000;0;0
大兴旧宫镇旧忠路与旧头路交叉口;大兴;未知;板楼;35;28416;2003;0;0
海淀海淀区清河安宁庄南路北京制呢厂宿舍;西二旗;未知;未知;;43815;2000;0;0
大兴康庄路口北200米邮局宿舍;大兴;未知;未知;30;22809;2000;0;0
大兴金星路3号院;大兴;未知;板楼;30;26972;2011;0;0
大兴兴泰街6号院;大兴;未知;板楼;30;38480;2010;0;0
程庄北里;丰台;未知;未知;0.33;29073;;0;0
安宁庄后街13号院;海淀;未知;未知;;37654;;0;0
西革新里110号院;东城;未知;未知;23;33668;;0;0
安宁庄东路30号;海淀;未知;未知;0.3;40920;;0;0
海淀海淀区温泉杨庄小区;马连洼;未知;未知;;36518;;0;0
羊坊店东路19号;海淀;未知;未知;37;44895;;0;0
东直门北中街;东城;未知;未知;0.35;58752;;0;0
期颐百年;丰台;未知;未知;;25117;;0;0
兆丰园一区;丰台;未知;未知;35;31052;;0;0
清河小营西路25号院;海淀;未知;未知;0.3;41652;;0;0
大成南里二区;丰台;未知;未知;40;37035;;0;0
四路通1号;丰台;未知;未知;;37115;;0;0
石景山苹果园南路与实兴大街往南200米;石景山;未知;塔楼;;30675;2000;0;0
石景山杨庄大街东;石景山;未知;未知;40;27588;1980;0;0
石景山石景山金顶街337公交总站西500米;石景山;未知;塔楼;25;33347;1997;0;0
石景山苹果园地铁东300米;石景山;未知;未知;30;30928;2000;0;0
石景山西五环衙门口桥西南侧;石景山;未知;板楼;;29109;1988;0;0
石景山北京市石景山区古城路;石景山;未知;未知;;33596;2000;0;0
崇文永定门桥东北角;崇文;未知;未知;30;44094;2001;0;0
崇文天坛路;崇文;未知;未知;30;75924;1997;0;0
崇文崇文门东花市南里;崇文;未知;板楼;10;39455;1970;0;0
崇文法华南里34号（体育馆路北侧）;崇文;未知;塔楼;25;48128;2013;0;0
崇文崇文门外大街（城铁磁器口站附近）;崇文;未知;板楼;30;74956;1998;0;0
宣武南纬路南侧东经路19号;天桥;未知;板楼;30;65570;1985;0;0
宣武西二环广安门桥西北角;宣武;未知;未知;33;43222;1983;0;0
宣武永安路友谊医院附近;宣武;未知;板楼;30;53254;2000;0;0
宣武红莲路西侧红莲南路69号;宣武;未知;未知;33;44045;2000;0;0
宣武广安门南滨河路椿树馆街;宣武;未知;板楼;20;40215;2001;0;0
宣武宣武区广安门新居西里;宣武;未知;板楼;30;39587;2000;0;0
宣武宣武门外大街西广内街道上斜街;长椿街;未知;板楼;30;86096;2000;0;0
丰台南四环西路129号;丰台;未知;塔楼;46;36263;2001;0;0
丰台小屯路110号;青塔;未知;板楼;30;52927;2011;0;0
丰台丰台区槐房西路320号院;花乡;未知;板楼;;22136;2014;0;0
丰台长辛店二七厂路东;丰台;未知;板楼;31.5;24859;2001;0;0
西城高梁桥斜街乙40号院;西直门;未知;板楼;30;52328;1995;0;0
东城和平里东街10号院;东城;未知;未知;32;59701;2000;0;0
东城东单附近，地铁北京站西侧;东城;未知;未知;;59314;2000;0;0
石景山古城小街5号院;石景山;未知;未知;32;33067;2000;0;0
恒富中街1号;丰台;未知;未知;45;31067;;0;0
慧忠北里;朝阳;未知;未知;10;38042;;0;0
西外太平庄;海淀;未知;未知;0.2;49922;;0;0
学院南路15号;海淀;未知;未知;30;47488;;0;0
莲花池西路6号院;丰台;未知;未知;;37929;;0;0
风荷曲苑;丰台;未知;未知;0.3;51050;;0;0
莲宝路2号院;丰台;未知;未知;35;32068;;0;0
新发地锦程园;丰台;未知;未知;33;28176;;0;0
草桥欣园四区;丰台;未知;未知;40;35041;;0;0
小屯东里2号院;丰台;未知;未知;;31240;;0;0
安乐林路;东城;未知;未知;32;39996;;0;0
蒲黄榆一里;丰台;未知;未知;25;31496;;0;0
西城新外大街甲12号院;西城;未知;未知;35;65964;2000;0;0
西城北京市西城区月坛北小街甲2号;西城;未知;砖楼;30;55762;1900;0;0
西城恭王府花园东300米前海北沿;西城;未知;未知;39;230160;1990;0;0
西城西城区平安大街梅兰芳大剧院对面;西城;未知;砖楼;;66897;1985;0;0
西城鼓楼西大街南侧后海夹道;德胜门;未知;未知;;71543;2000;0;0
朝阳望京西路西侧，紧邻百年农工子弟职业学校;朝阳;未知;塔楼;;45540;2000;0;0
海淀花园东路16号;牡丹园;未知;未知;;54622;2000;0;0
朝阳北四环芍药居高原街东侧;芍药居;未知;未知;;49097;2000;0;0
朝阳北京市北京市朝阳区老君堂小区;朝阳;未知;未知;;21946;2000;0;0
朝阳六里屯北里16号;朝阳公园;未知;板楼;32;44298;2000;0;0
朝阳朝阳区建国路71号;国贸;未知;未知;36;34233;2000;0;0
朝阳洼里科荟前街3号;朝阳;未知;板楼;37;45007;2007;0;0
海淀学清路金码大厦对面学院路14号;学院路;未知;板楼;25;49973;1983;0;0
海淀科学院南路与知春路西南角;双榆树;未知;板楼;30;63464;1992;0;0
海淀上地南路14号院;上地;未知;未知;30;39297;2000;0;0
海淀苏州桥西北万泉庄路与万柳东路交叉路口东南;苏州桥;未知;板楼;30;58336;2002;0;0
海淀海淀区定慧寺阜成路66号院;定慧寺;未知;未知;;48803;2000;0;0
朝阳崔各庄京顺路旁，中国电影博物馆附近;朝阳;未知;其它;70;29963;2001;0;0
海淀田村路98号;五棵松;未知;其它;30;44291;2000;0;0
房山长阳镇京良路南侧京良环岛东行约3公里;长阳;未知;其它;30;27732;2013;0;0
海淀上庄水库北岸翠湖路8号;颐和园;未知;其它;70;37366;2001;0;0
骏景园北区;丰台;未知;未知;33;30604;;0;0
朝阳慈云寺桥东南角八里庄西里100号;东八里庄;未知;其它;32;38954;2004;0;0
朝阳北京市朝阳区定福庄西村;定福庄;未知;其它;40;35128;2000;0;0
朝阳北京市朝阳区白鹿司路;豆各庄;未知;其它;35;25362;2000;0;0
海淀学院路双泉堡125号;学院路;未知;其它;76;60000;2010;0;0
丰台南四环西路129号;丰台;未知;其它;46;39599;2005;0;0
丰台西南四环黄土岗村;花乡;未知;其它;40;32993;2005;0;0
丰台程庄路65号院;丰台;未知;其它;35;29893;2000;0;0
大兴兴旺公园东侧，兴业大街西;大兴;未知;其它;34;23554;2012;0;0
莲花苑;海淀;未知;未知;30;40443;;0;0
晓月一里;丰台;未知;未知;40;24981;;0;0
马家堡路27号院;丰台;未知;未知;33;35248;;0;0
马家堡路23号院;丰台;未知;未知;33;35014;;0;0
东安街头条1号院;丰台;未知;未知;0.3;38202;;0;0
马连道北街10号院;西城;未知;未知;20;42307;;0;0
东架松;朝阳;未知;未知;0.3;37417;;0;0
东三环南路19号院;朝阳;未知;未知;40;37127;;0;0
牛王庙;朝阳;未知;未知;0.28;38438;;0;0
泥洼路5号院;丰台;未知;未知;0.3;32007;;0;0
酒仙桥驼房营南里;朝阳;未知;未知;30;32882;;0;0
东大街35号院;丰台;未知;未知;0.3;33598;;0;0
芍药居北里;朝阳;未知;未知;56;49016;;0;0
宋庄路12号院;丰台;未知;未知;25;31550;;0;0
丰台路口东里;丰台;未知;未知;0.1;36914;;0;0
三源里南小街;朝阳;未知;未知;33;41371;;0;0
西四环南路46号;丰台;未知;未知;25;29519;;0;0
顺义温榆河畔,机场杨林出口1000米;中央别墅区;未知;其它;47;22461;2013;0;0
昌平沙河卫星城亚美利加别墅;沙河;未知;其它;45;28539;2005;0;0
大兴大兴区旧宫旧忠路1号;大兴;未知;其它;30;24589;2011;0;0
大兴美然绿色家园小区以北旧宫西里以南;大兴;未知;其它;30;24102;2012;0;0
大兴旧宫镇旧忠路十字路口向南100米路东边;大兴;未知;其它;30;20611;1900;0;0
宣武广安门外车站西街10号院;宣武;未知;其它;;49686;2014;0;0
宣武广安门外马莲道南路6号（北京小学分校西侧）;宣武;未知;其它;31.4;52213;2006;0;0
朝阳阜通东大街（保利万和电影院向北100米、大望京1号地块）;朝阳;未知;其它;41.54;63105;2013;0;0
海淀海淀区北蜂窝路15号;军博;未知;其它;36;55957;2000;0;0
通州新华联锦园旁边50米;通州北苑;未知;未知;37;25485;2000;0;0
石景山古城北路甲4号楼;石景山;未知;未知;30;29748;2004;0;0
丰台长辛店朱家坟云岗路北;丰台;未知;未知;23;23033;2001;0;0
西坝河北里;朝阳;未知;未知;30;47825;;0;0
马连道路;西城;未知;未知;0.15;42066;;0;0
宋庄路26号院;丰台;未知;未知;;43677;;0;0
三源里北小街;朝阳;未知;未知;;41348;;0;0
西局欣园南区;丰台;未知;未知;35;41142;;0;0
道家村;朝阳;未知;未知;10;37593;;0;0
南湖西园;朝阳;未知;未知;30;47364;;0;0
蓝天苑;顺义;未知;未知;38;23678;;0;0
金桥东街6号院;丰台;未知;未知;;35889;;0;0
东大街西里;丰台;未知;未知;0.3;30355;;0;0
菜户营11号院;丰台;未知;未知;;42936;;0;0
开阳里三区;丰台;未知;未知;33;38173;;0;0
翠林一里;丰台;未知;未知;30;36875;;0;0
鸭子桥路45号院;西城;未知;未知;33;36402;;0;0
菜户营12号;丰台;未知;未知;0.33;38806;;0;0
北甲地路10号院;丰台;未知;未知;40;31539;;0;0
五里店南里;丰台;未知;未知;30;26362;;0;0
北七家镇立汤路60号院;昌平;未知;未知;38;24118;;0;0
佳运园;昌平;未知;未知;45;31029;;0;0
镇国寺北街8号院;丰台;未知;未知;40;47252;;0;0
门头沟矿建街268号院;门头沟;未知;未知;30;23981;2000;0;0
丰台金家村1号院;丰台;未知;未知;31.5;42276;2001;0;0
海淀万泉庄路1号楼（西三环北路小南庄）;花园桥;未知;未知;30;44398;1999;0;0
通州杨庄北街2号院;通州北苑;未知;未知;;23833;2000;0;0
大兴大兴区康庄路9号;大兴;未知;未知;;23026;2000;0;0
昌平沙河南丰路1号(京昌高速11出口);沙河;未知;未知;47;20224;2007;0;0
石景山杨庄北区教育住宅小区1号楼;石景山;未知;未知;35;32999;1989;0;0
朝阳广渠门外大街31号光华木材厂;广渠门;未知;未知;30;43209;2001;0;0
朝阳管庄科技大学分校家属楼|管庄路口北500米;管庄;未知;未知;50;29339;1988;0;0
崇文光明中街（光明桥西北侧）;崇文;未知;未知;35;54181;1982;0;0
宣武北京宣武区广安门外手帕口11号院;宣武;未知;未知;45;48720;2000;0;0
朝阳五环路大羊坊北桥东北角;朝阳;未知;未知;37;24958;2000;0;0
朝阳鼎成路6号(南区)1-30号楼;亚运村小营;未知;未知;43;64860;2003;0;0
朝阳小红门吕家营村28号;朝阳;未知;未知;31;29319;2000;0;0
通州通州北关环岛西南200米;通州;未知;未知;;22393;2000;0;0
丰台丰台区长辛店卢沟桥乡;丰台;未知;未知;31.5;22658;2001;0;0
门头沟新桥南大街物美超市对面;门头沟;未知;未知;24;22641;1990;0;0
房山北京市房山区长阳镇京良路南侧;长阳;未知;未知;30;26957;2015;0;0
大兴地铁四号线高米店南站往西金星路与兴丰大街交叉口;大兴;未知;未知;40;31686;2011;0;0
北甲地路2号院;丰台;未知;未知;27;35189;;0;0
建欣苑一里;丰台;未知;未知;40;30996;;0;0
芳城园一区16号;丰台;未知;未知;35;34222;;0;0
马家堡东路108号院;丰台;未知;未知;35;40418;;0;0
南三环东路23号院;丰台;未知;未知;30;46415;;0;0
芳城东里1号;丰台;未知;未知;35;41659;;0;0
紫芳路9号院;朝阳;未知;未知;38;38447;;0;0
永乐西区;石景山;未知;未知;35;32044;;0;0
中体奥林匹克花园三期;丰台;未知;未知;50;21509;;0;0
中体奥林匹克花园一期;丰台;未知;未知;50;24655;;0;0
卢西嘉园;丰台;未知;未知;38;23300;;0;0
和义东里一区;丰台;未知;未知;20;27151;;0;0
八角南里;石景山;未知;未知;30;32427;;0;0
老山西里;石景山;未知;未知;30;32537;;0;0
杨庄北区;石景山;未知;未知;35;29355;;0;0
森林大第家园;昌平;未知;未知;36;27449;;0;0
华鸿家园;海淀;未知;未知;20;35035;;0;0
五里店北里一区;丰台;未知;未知;23;26014;;0;0
程庄南里;丰台;未知;未知;35;26319;;0;0
清水园小区;昌平;未知;未知;30;26510;;0;0
五里店;丰台;未知;未知;20;24079;;0;0
西三旗悦秀园80号院;海淀;未知;未知;38;28275;;0;0
梅市口路15号院;丰台;未知;未知;30;34706;;0;0
宋庄镇;通州;未知;未知;70;22392;;0;0
首经贸中街1号院;丰台;未知;未知;31.5;31620;;0;0
光彩路68号院西区;丰台;未知;未知;35;35477;;0;0
石榴庄南里66号院;丰台;未知;未知;30;39006;;0;0
右外西二条;丰台;未知;未知;30;36447;;0;0
横七条44号院;丰台;未知;未知;38;32364;;0;0
顺义光明南街(顺义体委对面);顺义城;未知;未知;;22316;2000;0;0
顺义地铁花梨坎站东北侧;后沙峪;未知;未知;;22332;2000;0;0
通州玉带河西街50号楼;通州北苑;未知;未知;;24201;2000;0;0
通州八里桥南街11号（城铁八里桥站西1公里）;通州北苑;未知;未知;20;23753;1995;0;0
东城王府井大街西侧,天安门东地铁往北;东城;二环以内;未知;;66571;2000;0;0
东城南锣鼓巷西侧（齐白石旧居纪念馆附近）;东城;二环以内;未知;32;70683;2000;0;0
西城德内大街东侧定阜街;西城;二环以内;未知;16;63812;2000;0;0
青年沟路;朝阳;未知;未知;30;53416;;0;0
光熙家园;朝阳;未知;未知;30;54472;;0;0
西坝河中里;朝阳;未知;未知;20;41177;;0;0
西坝河南路1号;朝阳;未知;未知;57;44658;;0;0
西坝河南里;朝阳;未知;未知;30;39777;;0;0
西坝河北里26号院;朝阳;未知;未知;34;44863;;0;0
光熙家园;朝阳;未知;未知;30;54141;;0;0
西坝河西里;朝阳;未知;未知;20;41251;;0;0
光熙门北里;朝阳;未知;未知;40;42244;;0;0
安立路60号院;朝阳;未知;未知;35;35404;;0;0
北辰东路8号院;朝阳;未知;未知;30;35522;;0;0
西坝河东里;朝阳;未知;未知;27;41203;;0;0
安慧里五区六号院;朝阳;未知;未知;33.1;41057;;0;0
东木樨园9号楼;丰台;未知;未知;30;30602;;0;0
慧时欣园;丰台;未知;未知;35;33378;;0;0
香山路168号;石景山;未知;未知;31;30065;;0;0
汉荣家园;海淀;未知;未知;30;48893;;0;0
国海广场;海淀;未知;未知;20;60749;;0;0
石景山路42号院;石景山;未知;未知;10;28385;;0;0
苹果园二区;石景山;未知;未知;25;26699;;0;0
长安山麓;海淀;未知;未知;40;55760;;0;0
太平路48号院;海淀;未知;未知;;45849;;0;0
金沟河路26号;海淀;未知;未知;30.1;62244;;0;0
玉泉路16号院;海淀;未知;未知;;45984;;0;0
复兴路46号院;海淀;未知;未知;10;49866;;0;0
西城新街口南大街地铁4号线平安里站B出口;西城;二环以内;未知;25;73685;1980;0;0
西城什刹海四合院;西城;二环以内;未知;30;94526;2000;0;0
抽屉胡同;东城;未知;未知;10;53555;;0;1
苏州胡同;东城;未知;未知;35;60351;;0;1
东城美术馆后街南侧黄米胡同;东城;未知;砖楼;;71813;2000;0;1
东城东四南大街东侧本司胡同;东城;未知;未知;;82046;2000;1;1
宣武骡马市大街北侧魏染胡同;陶然亭;未知;砖楼;45;115319;;0;1
西城柳荫街东侧东口袋胡同;西城;未知;砖楼;30;65712;;0;1
西城鼓楼西大街南侧孝友胡同;德胜门;未知;砖楼;;60246;2000;0;1
宣武宣武区大栅栏韩家胡同;大栅栏;未知;砖楼;38;68495;1991;0;1
西城前海西北侧前井胡同;西城;未知;砖楼;;78278;1985;0;1
东城北新桥东南八宝坑胡同;东城;未知;砖楼;;106173;2000;0;1
东城东城区王府井前厂胡同;东城;未知;砖楼;30;92296;2000;0;1
东城地铁南锣鼓巷南侧北河胡同;东城;未知;砖楼;;66814;2000;0;1
东城东起前拐棒胡同,西止东四南大街,南邻礼士胡同;东城;未知;未知;;80176;2000;0;1
东城美术馆后街东侧山老胡同7号;东城;未知;砖楼;49;72464;1998;0;1
西城砖塔胡同，西四地铁站D口出即是;西城;二环以内;板楼;20;70539;1900;1;1
宣武前门西大街北侧东松树胡同;宣武;未知;砖楼;;65533;2000;0;1
宣武南菜园街东侧崇效胡同;白纸坊;未知;板楼;48;38973;1996;0;1
东城东四流水东巷胡同;东城;二环以内;砖楼;30;64384;2001;1;1
东城朝阳门内南小街礼士胡同;东城;二环以内;板楼;35;66395;2000;1;1
东城东四十条北侧北门仓胡同;东城;二环以内;板楼;35;61868;2000;1;1
西城西单北大街西侧宏庙胡同;西城;未知;板楼;;145762;2000;0;1
东城朝阳门南小街阳照胡同;东城;二环以内;未知;40;59710;1989;1;1
东城东总布胡同38号;东城;二环以内;其它;30;55321;2001;1;1
西城西单东南地区F2区二期西绒线胡同26号;西城;二环以内;其它;30;92943;2007;1;1
宣武北京市宣武区烂缦胡同;宣武;二环以内;未知;;63506;2000;0;1
东城灯市口西侧甘雨胡同南侧;东城;二环以内;其它;30;62227;2000;1;1
西城南官房胡同北大金丝胡同;西城;未知;砖楼;38;79146;;0;1
宣武宣武蔡家胡同;陶然亭;未知;板楼;30;69612;2000;0;1
东城东四七条南板桥胡同5号;东城;二环以内;砖楼;;63473;2000;0;1
仓南胡同;东城;未知;未知;25;73068;;0;1
东城金宝街大雅宝胡同;东城;二环以内;板楼;;81726;2001;0;1
宣武北京市宣武区校尉营胡同;天桥;二环以内;未知;46;71499;2000;0;1
东城宝钞胡同东侧琉璃寺胡同;东城;二环以内;板楼;35;67800;2000;0;1
东城安内大街西侧车辇店胡同;东城;二环以内;板楼;30;61530;2000;0;1
东城地铁安定门站东南侧永康胡同5号院;东城;二环以内;板楼;30;61582;1992;0;1
东城国子监博物馆西侧200米箭厂胡同;东城;二环以内;未知;;61036;2000;0;1
东城朝阳门新鲜胡同;东城;二环以内;未知;30;60840;1996;0;1
东城王府井华侨大厦南220米小鹁鸽胡同;东城;二环以内;未知;30;63868;2000;0;1
西城西直门内大丰胡同西侧，葡萄罗胡同南侧;西直门;二环以内;板楼;40;76493;2001;0;1
西城未英胡同5号院;西城;二环以内;塔楼;32;81833;2000;0;1
西城西单北大街西侧大木仓胡同;西城;二环以内;板楼;34;61215;2000;0;1
西城金融大街东侧王府仓胡同;西城;二环以内;板楼;23;66678;1999;0;1
东城东直门内大街，北新仓胡同;东城;二环以内;板楼;20;59443;2002;1;1
西城赵登禹路西侧安平巷胡同;西城;二环以内;未知;16;87467;2000;1;1
东城金宝街南侧向春胡同;东城;未知;砖楼;;55781;2000;0;1
西城官园胡同甲1号;西城;二环以内;板楼;38;87684;2004;0;1
东城王府井大街西侧黄图岗胡同;东城;二环以内;板楼;30;67649;2001;0;1
西城西内大街北侧马相胡同;西直门;二环以内;板楼;;53819;2000;0;1
东城府学胡同36号;东城;二环以内;砖楼;25;56495;2000;0;1
东城东板桥街东侧腊库胡同;东城;二环以内;未知;;77849;2000;0;1
东城雍和宫大街东侧戏楼胡同;东城;二环以内;未知;;68282;2000;0;1
东城交道口郎家胡同;东城;二环以内;板楼;30;53894;;1;1
西城旧鼓楼北大街双寺胡同;西城;二环以内;其它;25;70563;;1;1
东城地安门东大街北侧福祥胡同;东城;未知;砖楼;;77262;2000;0;1
东城鼓楼东大街南沙井胡同;东城;二环以内;未知;48;79614;2000;1;1
西城后海大翔凤胡同;德胜门;二环以内;未知;30;86182;2002;1;1
西城西城阜成门中廊下胡同;西城;未知;砖楼;30;62055;2000;0;1
东城灯市口地铁站西侧柏林胡同;东城;二环以内;砖楼;41;62239;;0;1
西城北京市西城区小六部口胡同;西城;二环以内;板楼;30;71217;;0;1
西城北京市西城区西长安街石碑胡同;西城;二环以内;未知;;79916;2000;0;1
西城新街口东街南侧邱家胡同;西城;二环以内;板楼;16;60925;1989;0;1
宣武天仙胡同;长椿街;二环以内;砖楼;45;136341;;0;1
东城秦老胡同;东城;二环以内;砖楼;;88932;2000;0;1
东城文丞相祠东侧文丞相胡同;东城;二环以内;未知;;92463;2000;0;1
东城交道口香饵胡同南侧花梗胡同1号;东城;二环以内;未知;30;84230;1982;0;1
西城赵登禹路西侧金果胡同;西直门;二环以内;未知;45;59104;1985;0;1
西城西单北大街东侧小酱坊胡同;西城;二环以内;板楼;30;99489;2000;0;1
西城航空胡同30号院;西城;二环以内;板楼;28;58379;2000;0;1
西城新街口北大街东苇坑胡同;西城;二环以内;板楼;32;58221;2000;0;1
西城新街口北草厂胡同;西城;二环以内;板楼;30;61483;;1;1
西城北二环路内东教场胡同西侧;西城;二环以内;板楼;30;61411;2004;0;1
西城北京市西城区西绦胡同;西城;未知;砖楼;15;60306;1988;0;1
宣武珠市口西大街铺陈市胡同;宣武;二环以内;板楼;30;51366;;0;1
西城旧鼓楼大街大石桥胡同;西城;二环以内;板楼;30;56616;;1;1
宣武珠市口西大街北石头胡同;大栅栏;二环以内;砖楼;30;67446;2000;0;1
西城太平桥大街东侧鲜明胡同;西城;二环以内;砖楼;30;85418;;0;1
东城交道口东大街南侧大兴胡同;东城;二环以内;未知;;113887;2000;0;1
宣武宣武区珠市口培英胡同;大栅栏;二环以内;未知;;63059;2000;0;1
西城宣内大街西绒线胡同28号(美爵酒店东侧);西城;二环以内;塔楼;30;150057;2007;0;1
西城前海北沿南官房胡同;西城;二环以内;未知;20;87101;2000;0;1
西城参政胡同19号院;西城;二环以内;塔楼;25;72513;2000;0;1
东城北京教育学院东侧东板桥胡同;东城;二环以内;未知;31;70677;2000;0;1
东城东四南大街史家胡同;东城;二环以内;板楼;35;122776;2000;0;1
东城王府井大饭店后边东厂胡同;东城;二环以内;板楼;;57372;1999;0;1
东城安定门花园胡同（地铁安定门站西南500米）;东城;二环以内;塔楼;30;74119;2000;0;1
东城地安门东大街南侧东吉祥胡同;东城;二环以内;未知;47;50311;2000;0;1
东城安定大街西侧灵光胡同28号;东城;二环以内;板楼;19;66439;2008;0;1
东城地安门东大街北侧东不压桥胡同;东城;二环以内;未知;33;84930;2000;0;1
东城地安门东大街南帘子库胡同;东城;二环以内;未知;35;80260;2000;0;1
西城西绒线胡同26号;西城;二环以内;塔楼;30;91697;2010;0;1
宣武北京市宣武区七井胡同;牛街;二环以内;板楼;30;77989;;0;1
西城德胜门外新明胡同甲1号;德胜门;二环以内;板楼;25;66095;2000;0;1
西城西四南大街西侧大院胡同;西城;二环以内;未知;;154989;2000;0;1
西城赵登禹路西侧大茶叶胡同;西城;二环以内;未知;30;80649;2006;0;1
东城隆福寺连丰胡同;东城;二环以内;砖楼;30;89651;2000;0;1
东城安定门内永康胡同2号（城铁安定门和雍和宫之间）;东城;二环以内;板楼;30;60279;1999;0;1
东城北新桥黑芝麻胡同;东城;二环以内;未知;33;91186;2000;0;1
宣武南北向胡同，南起珠市口西大街北至铁树斜街;大栅栏;二环以内;砖楼;30;73135;;0;1
西城西单罗家胡同;西城;二环以内;板楼;32;83052;2001;0;1
东城朝阳门南小街芳嘉园胡同;东城;二环以内;板楼;30;56489;2004;0;1
东城赵堂子胡同（朝阳门南小街东侧）;东城;二环以内;板楼;30;57729;1990;0;1
西城鼓楼西大街北侧铸钟胡同;西城;二环以内;未知;40;76921;2000;0;1
西城西城区官园胡同甲1号;西城;二环以内;板楼;38;71351;2006;0;1
西城德内大街厂桥胡同;德胜门;二环以内;砖楼;25;102439;1998;0;1
西城西城西直门东冠英胡同;西直门;二环以内;板楼;32;63803;1985;0;1
西城未英胡同49号;西城;二环以内;其它;33;57550;2001;0;1
宣武教子胡同65号（牛街民族团结小区内）;牛街;二环以内;塔楼;48;50064;2001;0;1
宣武北京市宣武区西砖胡同;牛街;二环以内;未知;30;63501;2000;0;1
宣武前门大街西施家胡同;大栅栏;二环以内;板楼;;73506;2001;0;1
宣武长椿街东侧感化胡同;长椿街;二环以内;板楼;30;62397;2000;0;1
西城西单大木仓胡同37号;西城;二环以内;板楼;30;80993;;1;1
西城旧鼓楼大街赵府街胡同;西城;二环以内;砖楼;22;68445;2000;1;1
西城宝产胡同15号;西城;二环以内;未知;30;62911;2000;0;1
西城西单灵镜胡同地铁口往东200米;西城;二环以内;板楼;30;92956;1990;0;1
崇文前门大江胡同（珠市口东大街北侧）;崇文;二环以内;砖楼;;76268;2001;0;1
东城东总布胡同南侧贡院西街;东城;二环以内;板楼;25;57706;2000;0;1
东城6号线东四站南侧300米报房胡同;东城;二环以内;板楼;30;63928;2000;0;1
西城太平桥大街东侧丁字胡同;西城;二环以内;未知;23;73770;2000;0;1
宣武北京市宣武区沙栏胡同;牛街;二环以内;未知;33;55009;2000;0;1
宣武西横南街北侧教子胡同;牛街;二环以内;未知;;43119;2000;0;1
煤渣胡同;东城;未知;未知;0.2;57721;;0;1
锡拉胡同15号院;东城;未知;未知;20;62647;;0;1
大草厂胡同;东城;未知;未知;20;69072;;0;1
西城西单北大街东侧大酱坊胡同;西城;未知;砖楼;36;72866;1990;1;1
宣武感化胡同3号院;长椿街;二环以内;板楼;30;56977;1991;0;1
宣武前门大栅栏胡同;大栅栏;二环以内;板楼;35;86961;2000;0;1
玉石胡同;东城;未知;未知;;53235;;0;1
锡拉胡同13号院;东城;未知;未知;;51521;;0;1
报房胡同;东城;未知;未知;30;65743;;0;1
西堂子胡同;东城;未知;未知;15;62776;;0;1
甘雨胡同;东城;未知;未知;10;57110;;0;1
小取灯胡同8号院;东城;未知;未知;;61353;;0;1
大菊胡同;东城;未知;未知;35;87572;;0;1
府学胡同;东城;未知;未知;;128283;;0;1
香饵胡同;东城;未知;未知;3.1;74399;;0;1
东旺胡同;东城;未知;未知;20;129603;;0;1
史家胡同20号院;东城;未知;未知;;67321;;0;1
东罗圈胡同;东城;未知;未知;25;121231;;0;1
朝阳门内大街后拐棒胡同甲2号院;东城;未知;未知;;58067;;0;1
桃条胡同;东城;未知;未知;30;114667;;0;1
崇文幸福大街东厅胡同;崇文;二环以内;未知;30;57400;2001;0;1
西城德内大街东侧后海西沿胡同;西城;二环以内;未知;38;56814;1998;0;1
西城后马厂胡同28号院;西城;二至三环;板楼;30;53455;;1;1
崇文法华寺南岗子58号（文章胡同北）;崇文;二环以内;板楼;20;46218;1985;0;1
大羊宜宾胡同33号院;东城;未知;未知;;58463;;0;1
东堂子胡同;东城;未知;未知;20;54554;;0;1
大羊宜宾胡同31号院;东城;未知;未知;15;53381;;0;1
大羊宜宾胡同35号院;东城;未知;未知;15;48272;;0;1
小羊宜宾胡同;东城;未知;未知;;56311;;0;1
大雅宝胡同8号;东城;未知;未知;30;52513;;0;1
赵堂子胡同;东城;未知;未知;30;54080;;0;1
西城丰盛胡同北侧;西城;二环以内;砖楼;24;69005;1997;1;1
西城北京市西城区兴盛胡同;西城;二环以内;板楼;30;76670;1998;0;1
