address;district;loop_location;building_type;greening_rate;price;year;has_subway;is_hutong
崇文培新街9号（广渠门内大街以南培新街汇文中学东侧）;崇文;二环以内;其它;26;56215;2006;0;0
崇文培新街9号（广渠门内大街以南培新街汇文中学东侧）;崇文;二环以内;其它;26;20470;2006;0;0
海淀中关村医院对面中关村83号楼;中关村;三至四环;板楼;;78546;;0;0
丰台宋家庄地铁5号线起点站（宋家庄顺八条8号）;丰台;三至四环;未知;30;31769;;0;0
朝阳朝阳公园西里南区15号;朝阳公园;三至四环;塔楼;30;70092;;0;0
崇文培新街9号（广渠门内大街以南培新街汇文中学东侧）;崇文;二环以内;其它;26;29639;2006;0;0
丰台马家堡路90号院;丰台;三至四环;板楼;48;40619;;0;0
宣武小马厂一巷1号院;宣武;二至三环;板楼;28;48017;2001;0;0
朝阳小红门路少角村142号;朝阳公园;三至四环;其它;30;28804;;0;0
东城左家庄桥东南角;东城;二至三环;板楼;30;43173;1983;0;0
崇文培新街9号（广渠门内大街以南培新街汇文中学东侧）;崇文;二环以内;其它;26;26914;2006;0;0
丰台北京西站南广场;丰台;二至三环;板楼;;43345;;0;0
丰台洋桥西马家堡路27号;丰台;二至三环;塔楼;30;38332;;0;0
海淀中关村南大街17号;魏公村;二至三环;塔楼;30;39766;2005;0;0
崇文培新街9号（广渠门内大街以南培新街汇文中学东侧）;崇文;二环以内;其它;26;25204;2006;0;0
崇文培新街9号（广渠门内大街以南培新街汇文中学东侧）;崇文;二环以内;其它;26;22550;2006;0;0
崇文培新街9号（广渠门内大街以南培新街汇文中学东侧）;崇文;二环以内;其它;26;28368;2006;0;0
崇文培新街9号（广渠门内大街以南培新街汇文中学东侧）;崇文;二环以内;其它;26;31422;2006;0;0
崇文培新街9号（广渠门内大街以南培新街汇文中学东侧）;崇文;二环以内;其它;26;21398;2006;0;0
崇文培新街9号（广渠门内大街以南培新街汇文中学东侧）;崇文;二环以内;其它;26;20820;2006;0;0
海淀文慧园北路26号;小西天;未知;塔楼;33;47866;1998;0;0
东城东直门中学西侧新太仓二巷;东城;二环以内;板楼;30;59021;1984;1;0
崇文培新街9号（广渠门内大街以南培新街汇文中学东侧）;崇文;二环以内;其它;26;36700;2006;0;0
崇文培新街9号（广渠门内大街以南培新街汇文中学东侧）;崇文;二环以内;其它;26;25400;2006;0;0
崇文培新街9号（广渠门内大街以南培新街汇文中学东侧）;崇文;二环以内;其它;26;20117;2006;0;0
五爱屯西街3号院;丰台;未知;未知;36;23975;;0;0
丰台世界花卉大观园西门北侧;丰台;三至四环;板楼;71;32221;;0;0
丰台丰台区分钟寺枣林街倪庄5号;丰台;三至四环;板楼;49;31097;;0;0
海淀花园东路乙9号院;牡丹园;三至四环;板楼;30;54848;;0;0
海淀人民大学北路19号院;双榆树;三至四环;板楼;30;52319;;0;0
天华园一里三区;亦庄开发区;未知;未知;30;27617;;0;0
崇文培新街9号（广渠门内大街以南培新街汇文中学东侧）;崇文;二环以内;其它;26;20703;2006;0;0
崇文培新街9号（广渠门内大街以南培新街汇文中学东侧）;崇文;二环以内;其它;26;23818;2006;0;0
崇文培新街9号（广渠门内大街以南培新街汇文中学东侧）;崇文;二环以内;其它;26;20010;2006;0;0
崇文培新街9号（广渠门内大街以南培新街汇文中学东侧）;崇文;二环以内;其它;26;27419;2006;0;0
六里桥;丰台;未知;未知;0.2;37222;;0;0
崇文培新街9号（广渠门内大街以南培新街汇文中学东侧）;崇文;二环以内;其它;26;70705;2006;0;0
崇文培新街9号（广渠门内大街以南培新街汇文中学东侧）;崇文;二环以内;其它;26;23026;2006;0;0
崇文培新街9号（广渠门内大街以南培新街汇文中学东侧）;崇文;二环以内;其它;26;20921;2006;0;0
崇文培新街9号（广渠门内大街以南培新街汇文中学东侧）;崇文;二环以内;其它;26;26786;2006;0;0
崇文培新街9号（广渠门内大街以南培新街汇文中学东侧）;崇文;二环以内;其它;26;22584;2006;0;0
丰台丰台区洋桥西罗园北路;西罗园;二至三环;板楼;30;28104;1996;0;0
崇文培新街9号（广渠门内大街以南培新街汇文中学东侧）;崇文;二环以内;其它;26;23069;2006;0;0
崇文培新街9号（广渠门内大街以南培新街汇文中学东侧）;崇文;二环以内;其它;26;32325;2006;0;0
崇文培新街9号（广渠门内大街以南培新街汇文中学东侧）;崇文;二环以内;其它;26;32196;2006;0;0
崇文培新街9号（广渠门内大街以南培新街汇文中学东侧）;崇文;二环以内;其它;26;21477;2006;0;0
崇文培新街9号（广渠门内大街以南培新街汇文中学东侧）;崇文;二环以内;其它;26;22230;2006;0;0
海淀蓝靛厂南路与玲珑路交汇处西北角，昆玉河岸西侧;公主坟;三至四环;塔楼;60;49956;;0;0
崇文培新街9号（广渠门内大街以南培新街汇文中学东侧）;崇文;二环以内;其它;26;41370;2006;0;0
西城西大街新华社西面;西城;二环以内;板楼;30;64392;2002;1;0
